loan_id,customer_id,branch_id,loan_type,loan_amount,approved_amount,outstanding_balance,interest_rate,term_months,start_date,end_date,monthly_payment,loan_status,collateral_type,purpose,days_past_due,num_missed_payments,credit_score_at_origination,approved_by
LOAN000442,CUST003616,BR046,Student,13551.65,12070.65,2916.03,3.651,84.0,99/99/9999,28-12-2016,161.33,Bad Debt,none,Debt consolidation,13.0,21.0,669.0,Oscar Roberts
LOAN000443,,BR044,Student,18607.52,,2908.09,3.8,48.0,2019-08-23,02-08-2023,USD 387.66,Active,none,Travel,,0.0,527.0,David Rodriguez
LOAN000444,CUST000254,BR014,Student,44510.66,37210.81,23284.71,12.415,180.0,2016-08-21,99/99/9999,247.28,Active,Savings,Home improvement,,,717.0,Melissa Patel
LOAN000445,CUST004383,BR043,Home Equity,72996.76,65651.85,9531.82,17.064,60.0,12/18/2013,18-11-22,1216.61,Active,Property,Vehicle purchase,,,654.0,
LOAN000446,CUST004839,,Home Equity,44542.78,43562.55,,16.058,36.0,16-05-20,2019-05-05,1237.3,Active,Stocks,Emergency,,,618.0,John Marsh
LOAN000447,CUST003732,BR033,Personal,34649.96,34136.32,"17741,24",9.066,60.0,18-11-03,08-10-2023,577.5,Paid,Property,Home improvement,0.0,,367.0,Kelly Murray
LOAN000448,CUST001291,BR025,Business,"$4,319.23",3804.31,3238.88,4.566,24.0,16/07/2016,06/07/2018,179.97,Delinquent,Vehicle,Debt consolidation,198.0,3.0,801.0,Carol Davis
LOAN000449,CUST000307,BR045,Home Equity,,41013.92,41287.62,4.613,48.0,2021-07-07,06/16/2025,958.12,Paid Off,none,Travel,,,476.0,Kimberly Fleming
LOAN000450,CUST001217,BR015,home equity,41202.73,38161.49,13671.21,11.725,180.0,07/21/2015,05/03/2030,228.9,Delinquent,Vehicle,Home improvement,228.0,5.0,323.0,Michael Reed
LOAN000451,CUST001952,BR043,Personal,64297.31,60123.04,46889.04,12.368,48.0,"January 13, 2023",2026-12-23,1339.53,ACTIVE,None,Business expansion,,0.0,767.0,Andrew Garcia
LOAN000452,CUST003273,BR028,Auto,52019.89,49997.58,48511.97,6.527,48.0,"May 26, 2011",05-05-2015,1083.75,late,property,Debt consolidation,214.0,13.0,773.0,Adam Callahan
LOAN000453,CUST000312,BR002,Business,21121.49,17410.56,"$12,146.41",17.256,12.0,20/01/2023,15-01-2024,1760.12,paid off,PROPERTY,Travel,0.0,,493.0,Kyle Mclaughlin
LOAN000454,CUST004875,BR042,home equity,80446.87,73700.5,25155.1,15.502,,14-04-2014,18-03-24,1675.98,Active,PROPERTY,Medical,,0.0,707.0,Karen Diaz
LOAN000455,CUST003738,BR034,Auto,34284.89,28382.57,1827.16,8.868,120.0,"September 02, 2012",07/12/2022,285.71,Defaulted,Savings,Medical,196.0,15.0,699.0,Jeffery Prince
LOAN000456,CUST000551,BR037,Student,31974.48,25867.99,17341.7,12.906,12.0,99/99/9999,10/09/2019,"2664,54",Current,PROPERTY,Business expansion,,,623.0,Michele Allen
LOAN000457,,BR036,Home Equity,61895.38,50944.38,59424.76,15.409,12.0,99/99/9999,99/99/9999,5157.95,Defaulted,PROPERTY,Wedding,85.0,18.0,,Michael Rice
LOAN000458,CUST003521,BR036,Home Equity,39212.6,32568.53,33793.08,14.882,180.0,17/07/2017,"April 29, 2032",217.85,Active,,Medical,,,844.0,
LOAN000459,CUST001504,BR022,Business,33372.53,27498.5,24416.76,10.2,24.0,06/07/2020,05/28/2022,"$1,390.52",Current,none,Emergency,0.0,0.0,508.0,Misty Horn
LOAN000460,CUST002545,BR047,Mortgage,"$27,434.07",26797.41,4549.25,14.43,84.0,02/05/2018,"March 26, 2025",326.6,Active,property,Wedding,,0.0,543.0,Patricia Landry
LOAN000461,CUST001347,BR011,Mortgage,12076.79,,2619.13,4.184,120.0,11/12/2010,20-09-2020,100.64,ACTIVE,None,Business expansion,,0.0,566.0,Noah Ryan
LOAN000462,CUST001092,BR046,Home Equity,44644.93,40758.27,36129.23,8.656,120.0,18-12-2015,26/10/2025,372.04,past due,N/A,Emergency,182.0,22.0,790.0,Brandy Cochran
LOAN000463,CUST001738,BR037,Business,20591.76,,5177.18,9.99,60.0,16-08-24,21-07-29,343.2,Delinquent,Vehicle,Emergency,167.0,13.0,713.0,Olivia Lee
LOAN000464,CUST001478,BR026,Personal,,13367.79,15058.8,10.13,360.0,16-05-05,29-11-2045,41.98,Defaulted,,,218.0,1.0,435.0,Nicholas Callahan
LOAN000465,CUST000528,BR019,Business,,34968.91,20073.14,4.267,24.0,99/99/9999,12-06-2022,1639.01,In Progress,Stocks,Home improvement,0.0,,451.0,Nicole Mercer
LOAN000466,CUST002132,BR048,Home Equity,,USD 27658.75,,9.882,120.0,2020-04-01,02/08/2030,244.92,Paid Off,Stocks,Business expansion,,,576.0,Nicholas Bell Jr.
LOAN000467,CUST001444,,Business,62181.22,"$57,915.26",,12.793,36.0,04/10/2018,25/03/2021,1727.26,Late,property,Wedding,200.0,17.0,791.0,Marcus Cox
LOAN000468,CUST000531,BR047,Home Equity,79060.46,67617.53,3557.96,17.916,,16-11-2015,19-10-26,"$1,647.09",Paid,Stocks,,0.0,0.0,455.0,Jeffrey Johnson
LOAN000469,CUST004917,BR029,Home Equity,12763.03,12143.39,,17.163,36.0,08/11/2021,"October 23, 2024",354.53,PAST DUE,property,Business expansion,180.0,4.0,344.0,Brandon Peterson
LOAN000470,CUST003866,BR007,personal,29027.02,"$25,728.42","10449,09",8.81,360.0,15-08-06,45-03-01,80.63,Active,PROPERTY,Travel,,0.0,472.0,Robert Wagner
LOAN000471,CUST000492,BR050,Personal,27738.9,27173.28,20937.86,7.286,360.0,15-12-26,07/21/2045,$77.05,Active,N/A,,,,591.0,Donna Williams
LOAN000472,CUST000406,BR005,Mortgage,26409.42,22946.52,12591.2,15.272,120.0,"January 04, 2022",31-11-13,220.08,Current,Property,Education,0.0,,707.0,
LOAN000473,CUST004764,BR049,Mortgage,29987.03,25592.92,5438.89,10.976,240.0,18/09/2014,05-06-2034,124.95,Past Due,,Debt consolidation,57.0,12.0,401.0,Jennifer Smith
LOAN000474,CUST002683,BR038,Auto,37479.58,30453.87,11474.92,6.054,360.0,2019-03-04,09/27/2048,USD 104.11,Defaulted,Savings,Travel,119.0,3.0,627.0,Mary Ramirez
LOAN000475,CUST003105,BR024,Auto,31549.13,30914.35,25548.88,13.613,36.0,2015-07-14,18-06-28,876.36,Open,Property,Business expansion,,,429.0,Bradley Austin
LOAN000476,CUST002384,BR023,Home Equity,1324.51,1084.92,447.9,3.596,48.0,03/30/2020,09-03-2024,27.59,Defaulted,Vehicle,Home improvement,15.0,6.0,765.0,Scott Rivera
LOAN000477,CUST002179,BR025,student,9191.36,USD 8053.12,6951.14,14.344,24.0,99/99/9999,14-09-10,382.97,Bad Debt,Property,Wedding,265.0,15.0,678.0,William Rush
LOAN000478,CUST002414,BR005,Personal,44881.9,38272.16,44262.44,6.194,48.0,04/10/2010,03/20/2014,935.04,Active,Property,Education,0.0,,621.0,Tyler Gonzalez
LOAN000479,CUST002386,BR008,Auto,20650.85,19948.82,17519.6,14.533,180.0,,07/06/2036,114.73,Defaulted,Stocks,,66.0,7.0,528.0,Dawn Sanford
LOAN000480,CUST003426,BR024,Personal,20146.46,16243.87,11368.1,9.257,360.0,10-06-07,01/01/2040,55.96,Active,Savings,Wedding,,,699.0,
LOAN000481,CUST001347,BR037,Home Equity,41872.67,34963.92,24511.98,16.726,60.0,"June 15, 2014",99/99/9999,697.88,charged off,property,Vehicle purchase,210.0,22.0,383.0,Brenda Cobb MD
LOAN000482,CUST004557,BR046,Mortgage,49381.68,44299.86,4990.22,17.667,24.0,"August 30, 2016",2018-08-20,2057.57,Open,Stocks,Wedding,0.0,,394.0,
LOAN000483,CUST000915,BR046,Mortgage,100827.18,99439.25,92829.53,16.927,48.0,05/05/2010,"April 14, 2014",2100.57,delinquent,None,Home improvement,217.0,24.0,814.0,John Martin
LOAN000484,,BR008,Student,USD 24669.92,19854.98,11431.48,9.356,36.0,23-07-2018,,685.28,Active,PROPERTY,,0.0,,372.0,Thomas Crawford
LOAN000485,CUST001234,BR042,Business,71281.03,61477.69,49919.66,15.923,48.0,2011-12-28,12/07/2015,1485.02,past due,Property,Vehicle purchase,354.0,7.0,550.0,David Davis
LOAN000486,,BR032,Auto,62599.66,60514.11,42154.11,7.19,360.0,13-11-2013,43-06-09,173.89,defaulted,N/A,Home improvement,279.0,4.0,849.0,George Shelton
LOAN000487,CUST002567,BR025,Mortgage,11332.52,11065.39,9182.16,4.348,24.0,25-07-2020,99/99/9999,472.19,DELINQUENT,Savings,Business expansion,322.0,4.0,486.0,Jaime Hall
LOAN000488,CUST002266,BR027,Business,,67514.07,"$42,719.75",12.01,48.0,"August 01, 2018",99/99/9999,1469.11,Active,Vehicle,Vehicle purchase,0.0,0.0,414.0,Steven Ramirez
LOAN000489,CUST000591,BR002,Personal,31465.52,27021.9,10346.32,14.369,120.0,"December 04, 2019",2029-10-12,262.21,Defaulted,PROPERTY,Debt consolidation,147.0,15.0,595.0,Heather Oconnor MD
LOAN000490,CUST002573,BR039,Auto,1744.11,1681.02,887.06,13.664,48.0,17-01-2020,99/99/9999,36.34,Delinquent,Vehicle,Business expansion,3.0,17.0,832.0,Cynthia Powell
LOAN000491,CUST000291,BR014,Auto,USD 55133.69,49085.42,25873.79,16.005,,2012-07-10,2032-03-27,229.72,charged off,N/A,Home improvement,74.0,1.0,829.0,Aaron Wilson
LOAN000492,CUST002894,BR029,Student,91128.03,86747.75,69345.76,16.089,240.0,02/14/2013,11/01/2032,379.7,Paid Off,none,Home improvement,0.0,,302.0,Dustin Jackson
LOAN000493,CUST000559,BR032,Personal,13547.54,12433.34,"$2,248.06",2.728,60.0,99/99/9999,,225.79,Defaulted,Vehicle,Medical,191.0,20.0,317.0,Tiffany Mclaughlin
LOAN000494,CUST004240,BR009,Personal,38644.32,33247.48,,12.043,60.0,13-08-15,18-07-20,644.07,Delinquent,None,Debt consolidation,91.0,16.0,812.0,Peggy Riley
LOAN000495,CUST004448,BR022,Mortgage,,47448.18,23595.49,11.538,84.0,"May 13, 2015","April 06, 2022",612.52,Delinquent,property,Education,306.0,7.0,496.0,Dylan Ward
LOAN000496,CUST003602,,Auto,6417.39,6347.2,1782.05,15.247,84.0,08/05/2020,06/30/2027,76.4,Active,Savings,,,0.0,819.0,Kelly Brooks
LOAN000497,CUST001490,BR048,Student,9967.23,8261.99,141.1,2.681,240.0,12/23/2012,09/09/2032,41.53,Delinquent,Vehicle,,150.0,21.0,789.0,Nicholas Marsh
LOAN000498,CUST003087,BR037,Business,55909.0,46697.86,42040.72,,,10/25/2019,28/09/2024,931.82,Active,None,Home improvement,,,654.0,Kristen Little
LOAN000499,CUST003639,,Auto,46052.71,43269.72,25791.06,5.114,24.0,2017-10-17,"October 07, 2019",1918.86,DEFAULT,PROPERTY,Medical,84.0,10.0,,Matthew Garrett
LOAN000500,CUST002087,BR038,Home Equity,69907.52,59597.81,33915.43,6.994,84.0,18/06/2023,"May 12, 2030",,ACTIVE,,Emergency,,,705.0,Melanie Li
LOAN000501,CUST002510,BR024,Student,64240.01,56511.53,20837.91,17.737,240.0,10-07-2022,99/99/9999,267.67,Active,Savings,Travel,,0.0,586.0,Daniel Coleman
LOAN000502,CUST000433,BR015,Mortgage,38311.43,33088.69,27419.92,6.48,24.0,99/99/9999,,1596.31,closed,Stocks,Medical,,,809.0,Jacob Mccoy
LOAN000503,CUST004826,BR030,Home Equity,37929.69,35951.05,2411.04,11.108,24.0,05/15/2011,13-05-04,1580.4,Delinquent,,Wedding,198.0,3.0,532.0,Nancy Baker
LOAN000504,CUST000486,,Mortgage,47324.62,38576.76,16735.67,17.203,180.0,"January 24, 2013","November 07, 2027",262.91,delinquent,Property,Wedding,89.0,5.0,320.0,Thomas Le
LOAN000505,CUST004724,BR007,Home Equity,939139.0,,584.72,4.598,360.0,2014-05-05,43-11-29,26.09,PAID OFF,N/A,Travel,,0.0,774.0,Christopher Foley
LOAN000506,CUST002474,BR033,Student,17032.96,13738.39,14954.71,15.084,240.0,04-03-2017,"November 19, 2036",70.97,Open,none,Home improvement,0.0,,599.0,Jacob Brooks
LOAN000507,CUST003563,BR028,Personal,10141.24,9825.09,5767.13,5.287,60.0,20/08/2016,2021-07-25,,Paid Off,Vehicle,Emergency,0.0,0.0,327.0,Brady Adkins
LOAN000508,CUST004121,BR024,Personal,2115.87,1745.29,894.63,2.968,48.0,,NULL,44.08,Active,Savings,,0.0,0.0,833.0,Jacqueline Miller
LOAN000509,CUST002016,BR045,Student,27442.97,22997.58,24789.05,15.237,60.0,09/12/2021,26-11-13,457.38,Active,none,Medical,0.0,,591.0,Patricia Hunt
LOAN000510,CUST002616,BR011,Personal,56314.69,51576.19,50820.21,,84.0,03/20/2011,18-02-11,670.41,Active,None,Wedding,,,326.0,Lisa Black
LOAN000511,CUST004251,BR002,Auto,8312.79,8206.26,4312.11,3.901,360.0,05/30/2023,23-12-2052,23.09,Paid,PROPERTY,Education,,,394.0,Michelle Barajas
LOAN000512,CUST002196,BR001,Mortgage,35739.1,33557.51,,7.056,36.0,15/03/2010,"February 27, 2013",992.75,Defaulted,Property,Medical,344.0,11.0,560.0,Cindy Morton
LOAN000513,CUST003952,BR015,Mortgage,USD 48259.49,46244.08,9351.68,6.465,360.0,13-04-2023,"November 06, 2052",134.05,Defaulted,Property,,18.0,24.0,327.0,Kathryn Mendez
LOAN000514,CUST001547,BR001,Mortgage,34255.12,33776.55,22938.74,3.638,,03/20/2014,12/31/2028,190.31,Completed,Stocks,Business expansion,0.0,,754.0,Robin Hall
LOAN000515,CUST002391,BR033,Business,47282.23,40072.95,25611.09,,240.0,15-06-2021,99/99/9999,197.01,Paid Off,None,Education,0.0,0.0,794.0,Amber Hayes
LOAN000516,CUST004602,BR049,Auto,5373.57,USD 5233.54,131.02,9.661,84.0,19-08-08,"July 02, 2026",63.97,Active,Vehicle,Vehicle purchase,0.0,,329.0,Rebecca Kelley
LOAN000517,CUST003711,BR032,Auto,31693.08,28548.69,,15.338,36.0,"September 01, 2014",17-08-16,$880.36,Active,Stocks,Education,,,445.0,Peter Smith
LOAN000518,CUST004828,BR049,Business,27149.3,24547.75,15054.89,15.987,360.0,2010-06-07,40-01-01,75.41,paid off,none,Education,0.0,,682.0,David Reid
LOAN000519,CUST000424,BR002,Home Equity,40713.31,36123.1,21888.78,3.266,12.0,23-03-2019,20-03-17,3392.78,Paid Off,None,Debt consolidation,,0.0,696.0,Michael White
LOAN000520,CUST003894,BR032,Personal,"$44,231.06",39037.63,USD 11053.33,15.126,180.0,2016-05-19,02-03-2031,,Active,N/A,Debt consolidation,,,512.0,Crystal Ellis
LOAN000521,CUST000775,BR027,Business,30985.52,26861.48,22936.36,7.224,360.0,"December 03, 2021",NULL,86.07,Delinquent,none,Travel,173.0,19.0,751.0,Daniel Rich
LOAN000522,CUST002642,BR015,Personal,52307.2,47193.13,50227.35,8.774,180.0,07-03-2016,19/12/2030,290.6,past due,Stocks,Wedding,73.0,16.0,831.0,Alexandra Robertson
LOAN000523,CUST004007,BR015,Auto,43851.33,42467.12,"$12,421.24",5.901,180.0,2010-11-12,08/25/2025,243.62,Defaulted,Property,Wedding,10.0,17.0,741.0,Erica Brooks
LOAN000524,CUST004489,BR043,Student,,45674.34,6850.71,13.502,48.0,99/99/9999,25-07-28,1135.71,Current,None,Wedding,0.0,0.0,774.0,Jason Miller
LOAN000525,CUST002870,BR020,mortgage,51150.04,45380.31,41570.66,13.125,12.0,14-09-06,15-09-01,4262.5,Paid Off,Property,Wedding,0.0,,846.0,Gabriel Adams
LOAN000526,CUST001101,BR006,Mortgage,44674.46,3878290.391093999,9878.0,14.793,24.0,14-07-2020,04/07/2022,1861.44,Paid Off,property,Education,0.0,,443.0,
LOAN000527,CUST001631,BR023,Home Equity,256455.00000000003,"2518,255172759435",498.3,17.556,84.0,"January 24, 2015",18/12/2021,30.53,open,N/A,Debt consolidation,,0.0,678.0,Cynthia Moore
LOAN000528,CUST002098,BR046,Personal,80688.46,80373.89,16412.21,15.616,48.0,03/11/2013,18-02-2017,1681.01,In Progress,Stocks,,0.0,0.0,569.0,Laurie Hanson
LOAN000529,CUST001481,BR025,Student,"17681,44",16121.15,11833.74,7.08,,99/99/9999,08/12/2040,,late,none,Education,78.0,24.0,385.0,Paul Kemp
LOAN000530,CUST004785,BR037,Mortgage,1706.71,1652.02,286.4,2.86,12.0,06/29/2015,06/23/2016,142.23,PAST DUE,N/A,Vehicle purchase,288.0,15.0,728.0,Gregory Anderson
LOAN000531,CUST000259,BR018,Auto,51823.68,51753.75,51468.04,,,27-11-2019,29-10-05,431.86,Active,N/A,Business expansion,0.0,0.0,769.0,Brian Murphy
LOAN000532,CUST002231,BR046,Mortgage,27454.9,22956.43,19309.66,,84.0,2014-07-26,NULL,326.84,ACTIVE,None,Education,0.0,0.0,378.0,Brad Hernandez
LOAN000533,CUST004170,BR032,Personal,,54081.31,31280.62,6.074,24.0,08/02/2020,2022-01-28,2261.74,Paid Off,property,Medical,,,650.0,Pam Sweeney
LOAN000534,CUST000027,BR006,Auto,12825.57,"$11,314.15",6585.28,17.275,36.0,10/08/2015,22/09/2018,356.27,Paid Off,PROPERTY,Debt consolidation,,,440.0,
LOAN000535,CUST000451,BR021,Business,38565.88,34781.89,22234.97,11.061,12.0,04/07/2021,22-06-29,3213.82,Active,none,Travel,0.0,0.0,805.0,Austin Black
LOAN000536,CUST003457,,Personal,32168.95,27299.71,10727.19,12.497,120.0,22-04-2016,2026-03-01,268.07,Active,None,Emergency,0.0,,,Ryan Morris
LOAN000537,CUST000015,BR007,Business,60558.41,57876.08,23677.71,3.678,12.0,14/03/2019,03/08/2020,5046.53,active,,Wedding,,,509.0,
LOAN000538,CUST000848,BR035,Auto,25620.82,24964.34,1489.4,13.517,360.0,"April 15, 2014","November 09, 2043",71.17,Delinquent,property,Education,155.0,8.0,678.0,Stephanie Baxter
LOAN000539,CUST000844,BR036,Home Equity,,48835.92,12307.36,10.482,84.0,"September 22, 2012",17-08-2019,655.77,charged off,none,Education,84.0,2.0,585.0,John Clark
LOAN000540,CUST001141,BR050,Auto,4794.01,3861.28,,8.746,24.0,12-06-16,06/06/2014,199.75,Delinquent,,Debt consolidation,71.0,3.0,695.0,Preston Garcia
LOAN000541,CUST001996,BR039,Business,65799.14,52748.19,51305.44,9.222,36.0,2012-07-03,06/18/2015,"$1,827.75",Past Due,Stocks,Education,166.0,13.0,823.0,
LOAN000542,CUST002541,BR014,Student,70516.46,68214.79,52437.8,6.25,84.0,NULL,16/06/2024,839.48,Defaulted,N/A,Wedding,173.0,13.0,540.0,Sandra Mills
LOAN000543,CUST004033,BR022,Student,53324.25,50837.32,3754.86,6.852,240.0,13-01-23,"October 10, 2032",222.18,PAST DUE,,Business expansion,264.0,8.0,674.0,Margaret Barajas
LOAN000544,CUST002318,BR045,Student,34589.04,27998.83,4890.55,11.216,12.0,2020-10-23,21-10-18,2882.42,Active,PROPERTY,Vehicle purchase,,,801.0,Louis Barrera
LOAN000545,CUST003897,BR045,Home Equity,USD 86386.62,77380.05,21916.49,11.693,48.0,08/08/2021,NULL,1799.72,Paid Off,Property,Home improvement,,,704.0,Theodore Hill
LOAN000546,CUST003752,BR040,Business,23197.31,USD 22726.77,16660.94,16.573,360.0,27/04/2013,2042-11-21,64.44,DELINQUENT,None,Home improvement,286.0,19.0,712.0,Brenda Smith
LOAN000547,CUST000743,BR018,Auto,64635.44,64460.13,59691.32,5.665,12.0,"May 12, 2021",07-05-2022,"5386,29",past due,Property,Medical,75.0,14.0,,Robert Macdonald
LOAN000548,CUST003033,BR028,Business,69319.55,62109.46,32649.89,3.707,180.0,,"September 02, 2030",385.11,Paid Off,property,,0.0,,782.0,David Mcgee
LOAN000549,CUST003632,BR037,Business,3917.81,3502.77,2121.23,7.3,240.0,15-07-2022,04/01/2042,16.32,PAID OFF,Property,Debt consolidation,,,,Johnny Burke
LOAN000550,CUST003123,BR044,Business,52881.04,43877.39,42660.68,9.55,12.0,2019-06-12,2020-06-06,4406.75,Active,,Wedding,0.0,0.0,698.0,Christian Moore
LOAN000551,CUST000061,BR028,Business,52968.1,50635.78,48268.58,14.291,24.0,21-08-14,08/04/2023,2207.0,Defaulted,N/A,Medical,238.0,21.0,804.0,Katherine Owen
LOAN000552,CUST000344,BR037,Business,27374.24,26206.12,98.23,7.889,60.0,24-05-2017,99/99/9999,456.24,Current,Vehicle,Medical,0.0,,685.0,Veronica Nguyen
LOAN000553,CUST002505,BR039,Personal,29453.53,USD 29412.42,15918.66,,240.0,16-08-03,99/99/9999,122.72,Active,None,Home improvement,0.0,,683.0,Brittany Shaw
LOAN000554,CUST002845,BR025,Personal,5463.01,5129.71,2113.38,9.05,12.0,29-01-2018,19-01-24,455.25,Active,N/A,Emergency,,0.0,387.0,Courtney Simpson
LOAN000555,CUST001850,BR044,Business,27884.21,25829.08,20692.44,6.495,36.0,17/12/2015,99/99/9999,774.56,Late,N/A,Education,145.0,2.0,702.0,Brandon Williamson
LOAN000556,CUST000583,BR032,Personal,49383.17,40981.07,22157.3,15.563,120.0,16-09-28,07-08-2026,411.53,open,Vehicle,Education,0.0,0.0,777.0,Heather Edwards
LOAN000557,CUST001383,BR050,Mortgage,40053.73,36580.39,12873.27,15.306,180.0,20-08-2015,"June 02, 2030",222.52,Bad Debt,N/A,Travel,63.0,5.0,788.0,Devin Ramos
LOAN000558,CUST001420,,Auto,51834.5,44667.87,11598.81,4.74,120.0,21-12-2020,2030-10-30,431.95,Active,Vehicle,Education,,0.0,,Christopher Mason
LOAN000559,CUST003514,BR017,Home Equity,38003.69,35847.97,USD 2251.20,9.948,24.0,2018-06-05,25/05/2020,1583.49,Delinquent,Stocks,Vehicle purchase,319.0,9.0,736.0,Erica Jennings
LOAN000560,CUST004778,BR026,Mortgage,12431.51,USD 10076.52,3355.29,17.963,12.0,21-04-17,12-04-2022,1035.96,Delinquent,Stocks,Travel,84.0,4.0,821.0,David Calhoun
LOAN000561,,BR017,Personal,48500.7,46169.04,14212.68,8.224,60.0,01/16/2011,21/12/2015,808.34,PAID OFF,Property,Debt consolidation,0.0,,520.0,
LOAN000562,CUST004139,BR037,Student,34005.46,31025.42,1618.1,9.602,36.0,"September 07, 2012",23/08/2015,944.6,Delinquent,Property,,58.0,19.0,773.0,
LOAN000563,CUST000493,,home equity,"48462,15",42361.23,48391.48,2.762,120.0,22-09-2013,2023-08-01,403.85,Delinquent,Savings,Wedding,240.0,8.0,529.0,Erin Norris
LOAN000564,CUST000829,BR033,Mortgage,35938.29,35132.72,9568.79,15.686,240.0,"June 06, 2014","February 21, 2034",149.74,late,Property,Travel,354.0,5.0,694.0,Crystal Odonnell
LOAN000565,CUST000486,BR046,Business,59807.63,"57069,04328842848",USD 40479.70,14.815,120.0,2010-08-06,14-06-2020,$498.40,Delinquent,property,Education,312.0,2.0,322.0,Travis Davis
LOAN000566,CUST002664,BR012,Student,61261.75,59358.19,28100.7,7.465,48.0,17/10/2011,2015-09-26,"1276,29",Delinquent,none,Wedding,42.0,16.0,569.0,Daniel Gill
LOAN000567,CUST004174,BR050,Home Equity,"20382,27",19842.85,"18880,75",3.897,12.0,14-03-2020,09-03-2021,1698.52,late,Savings,Business expansion,8.0,4.0,694.0,Ryan Keller
LOAN000568,CUST002737,BR040,Business,26904.4,25634.36,7584.19,4.293,36.0,10/03/2015,09/17/2018,747.34,Active,N/A,Debt consolidation,,,702.0,Nicole Jackson
LOAN000569,CUST002456,BR042,Home Equity,2448.22,2210.41,301.74,4.99,120.0,01/31/2019,"December 09, 2028",20.4,DEFAULT,Savings,Travel,79.0,24.0,488.0,
LOAN000570,CUST004712,BR010,Student,USD 93495.21,76801.15,84089.06,10.496,84.0,22-11-2017,"October 16, 2024",1113.04,Defaulted,Property,Vehicle purchase,149.0,5.0,715.0,Wesley Jackson
LOAN000571,CUST002734,BR041,Home Equity,23707.1,19640.45,3138.7,6.032,48.0,2010-04-22,14-04-01,493.9,Paid Off,Stocks,Home improvement,,0.0,528.0,Mindy Yoder
LOAN000572,CUST000699,BR043,student,24044.08,19466.71,3664.17,10.685,84.0,06/16/2020,05/11/2027,286.24,Defaulted,Savings,,83.0,22.0,304.0,Susan Flores
LOAN000573,CUST002010,BR035,Business,22326.48,21546.5,18382.1,15.016,180.0,06/06/2019,19-03-2034,124.04,Paid Off,Property,Debt consolidation,,0.0,338.0,Robert Marshall
LOAN000574,CUST002093,BR019,Personal,12429.8,"11288,171191302192",1467.43,4.252,240.0,07/28/2020,"April 14, 2040",51.79,Delinquent,None,Education,337.0,3.0,413.0,Natalie Scott
LOAN000575,CUST000237,BR005,Auto,62666.8,54333.44,36359.39,14.839,12.0,2022-02-27,22/02/2023,USD 5222.23,Active,none,Emergency,0.0,,726.0,Mary Harmon
LOAN000576,CUST002350,BR016,Auto,37956.4,36126.4,10484.98,16.774,,07/12/2016,02/12/2017,3163.03,PAST DUE,,Debt consolidation,312.0,19.0,469.0,Sheri Ramirez
LOAN000577,CUST003022,BR011,Student,30428.88,28190.57,24792.88,15.052,240.0,17-01-18,05-10-2036,126.79,In Progress,,Vehicle purchase,0.0,0.0,414.0,Nichole Hernandez
LOAN000578,,BR002,home equity,4482.18,3847.97,3081.5,15.78,12.0,2017-10-28,18-10-23,373.52,Active,PROPERTY,Emergency,0.0,0.0,545.0,Shannon Lee
LOAN000579,CUST002667,BR017,Business,44636.3,42578.96,1565.69,,240.0,07-12-2012,24/08/2032,185.98,Delinquent,,,151.0,14.0,,Laura Thompson
LOAN000580,CUST000489,BR038,Personal,13428.64,11107.47,13395.64,12.141,60.0,14-12-03,07-11-2019,223.81,Active,,Home improvement,0.0,,800.0,Craig Ross
LOAN000581,CUST003465,BR013,Mortgage,,29961.86,21762.02,8.213,180.0,23-02-26,2037-12-09,186.37,Paid,none,Medical,0.0,0.0,436.0,Christine Woods
LOAN000582,CUST001033,BR029,Mortgage,29857.09,,24042.77,12.517,84.0,22/06/2019,"May 16, 2026",,Paid,None,Education,0.0,,,Christine Cortez
LOAN000583,CUST001798,BR014,Student,67265.56,64009.79,6291.51,13.497,360.0,"December 10, 2013",06-07-2043,186.85,Defaulted,,Home improvement,361.0,6.0,531.0,
